date,voucher_type,document_no,vat_type,account,debit,credit,net_vat_amount
2025-01-01,Purchase Invoice,ACC-PINV-2025-00231,VAT Remitted,VAT Paid - DT,886180.60,0.00,-886180.60
2025-01-01,Purchase Invoice,ACC-PINV-2025-00403,Input VAT,VAT (Purchase) - DT,202500.00,0.00,-202500.00
2025-01-01,Sales Invoice,ACC-SINV-2025-00002,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-01-01,Sales Invoice,ACC-SINV-2025-00003,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-01,Sales Invoice,ACC-SINV-2025-00004,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-01,Sales Invoice,ACC-SINV-2025-00006,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-01,Sales Invoice,ACC-SINV-2025-00007,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-01,Sales Invoice,ACC-SINV-2025-00008,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-01,Sales Invoice,ACC-SINV-2025-00010,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-01,Sales Invoice,ACC-SINV-2025-00011,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-01,Sales Invoice,ACC-SINV-2025-00013,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-01,Sales Invoice,ACC-SINV-2025-00015-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-01,Sales Invoice,ACC-SINV-2025-00016,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-01,Sales Invoice,ACC-SINV-2025-00017,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-01-01,Sales Invoice,ACC-SINV-2025-00018,Output VAT,VAT - DT,0.00,1890.47,1890.47
2025-01-01,Sales Invoice,ACC-SINV-2025-00020,Output VAT,VAT - DT,0.00,787.70,787.70
2025-01-01,Sales Invoice,ACC-SINV-2025-00021,Output VAT,VAT - DT,0.00,472.62,472.62
2025-01-01,Sales Invoice,ACC-SINV-2025-00023,Output VAT,VAT - DT,0.00,748.31,748.31
2025-01-01,Sales Invoice,ACC-SINV-2025-00024,Output VAT,VAT - DT,0.00,1496.62,1496.62
2025-01-01,Sales Invoice,ACC-SINV-2025-00025,Output VAT,VAT - DT,0.00,708.93,708.93
2025-01-01,Sales Invoice,ACC-SINV-2025-00026,Output VAT,VAT - DT,0.00,433.23,433.23
2025-01-01,Sales Invoice,ACC-SINV-2025-00027,Output VAT,VAT - DT,0.00,472.62,472.62
2025-01-01,Sales Invoice,ACC-SINV-2025-00028,Output VAT,VAT - DT,0.00,393.85,393.85
2025-01-01,Sales Invoice,ACC-SINV-2025-00030,Output VAT,VAT - DT,0.00,39.38,39.38
2025-01-01,Sales Invoice,ACC-SINV-2025-00423,Output VAT,VAT - DT,0.00,2625.00,2625.00
2025-01-01,Sales Invoice,ACC-SINV-2025-00425,Output VAT,VAT - DT,0.00,2625.00,2625.00
2025-01-01,Sales Invoice,ACC-SINV-2025-00426-2,Output VAT,VAT - DT,0.00,35437.50,35437.50
2025-01-01,Sales Invoice,ACC-SINV-2025-00427,Output VAT,VAT - DT,0.00,3750.00,3750.00
2025-01-01,Sales Invoice,ACC-SINV-2025-00441,Output VAT,VAT - DT,0.00,1312.50,1312.50
2025-01-01,Sales Invoice,ACC-SINV-2025-00442,Output VAT,VAT - DT,0.00,1312.50,1312.50
2025-01-01,Sales Invoice,ACC-SINV-2025-00443,Output VAT,VAT - DT,0.00,1312.50,1312.50
2025-01-01,Sales Invoice,ACC-SINV-2025-00446,Output VAT,VAT - DT,0.00,1312.50,1312.50
2025-01-01,Sales Invoice,ACC-SINV-2025-00456,Output VAT,VAT - DT,0.00,4125.00,4125.00
2025-01-01,Sales Invoice,ACC-SINV-2025-00457,Output VAT,VAT - DT,0.00,9375.00,9375.00
2025-01-01,Sales Invoice,ACC-SINV-2025-00458,Output VAT,VAT - DT,0.00,81632.81,81632.81
2025-01-01,Sales Invoice,ACC-SINV-2025-00459,Output VAT,VAT - DT,0.00,3023.44,3023.44
2025-01-01,Sales Invoice,ACC-SINV-2025-00460,Output VAT,VAT - DT,0.00,3375.00,3375.00
2025-01-01,Sales Invoice,ACC-SINV-2025-00461,Output VAT,VAT - DT,0.00,6555.00,6555.00
2025-01-01,Sales Invoice,ACC-SINV-2025-00462,Output VAT,VAT - DT,0.00,6555.00,6555.00
2025-01-01,Sales Invoice,ACC-SINV-2025-00463,Output VAT,VAT - DT,0.00,2062.50,2062.50
2025-01-01,Sales Invoice,ACC-SINV-2025-00464,Output VAT,VAT - DT,0.00,9375.00,9375.00
2025-01-01,Sales Invoice,ACC-SINV-2025-02268-1,Output VAT,VAT - DT,0.00,3976.74,3976.74
2025-01-01,Sales Invoice,ACC-SINV-2025-06277,Output VAT,VAT - DT,0.00,60000.00,60000.00
2025-01-01,Sales Invoice,ACC-SINV-2025-07025,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-01,Sales Invoice,ACC-SINV-2025-10692,Output VAT,VAT - DT,0.00,673255.81,673255.81
2025-01-01,Sales Invoice,ACC-SINV-2025-10859,Output VAT,VAT - DT,0.00,5832000.00,5832000.00
2025-01-02,Sales Invoice,ACC-SINV-2025-00031,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00032,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-02,Sales Invoice,ACC-SINV-2025-00033,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00034,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00035,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00036,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00037,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00038,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00039,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-02,Sales Invoice,ACC-SINV-2025-00041,Output VAT,VAT - DT,0.00,872.09,872.09
2025-01-02,Sales Invoice,ACC-SINV-2025-00042,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00043,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00044,Output VAT,VAT - DT,0.00,7325.58,7325.58
2025-01-02,Sales Invoice,ACC-SINV-2025-00045,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00046-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00047,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00048-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-02,Sales Invoice,ACC-SINV-2025-00049,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00050,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00051,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00052,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-02,Sales Invoice,ACC-SINV-2025-00053,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00054,Output VAT,VAT - DT,0.00,872.09,872.09
2025-01-02,Sales Invoice,ACC-SINV-2025-00055,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00056,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00057,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00058,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00059-2,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00060,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00061,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00062,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00063,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00064,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00065-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00066,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00067,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00068,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00069,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00070,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00071,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00072,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00073-1,Output VAT,VAT - DT,0.00,1395.35,1395.35
2025-01-02,Sales Invoice,ACC-SINV-2025-00074,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00075,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-01-02,Sales Invoice,ACC-SINV-2025-00076,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00077,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00078,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00079,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00080,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00081,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-02,Sales Invoice,ACC-SINV-2025-00082,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-02,Sales Invoice,ACC-SINV-2025-00165-1,Output VAT,VAT - DT,0.00,3840.57,3840.57
2025-01-03,Sales Invoice,ACC-SINV-2025-00084,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-03,Sales Invoice,ACC-SINV-2025-00085,Output VAT,VAT - DT,0.00,13953.49,13953.49
2025-01-03,Sales Invoice,ACC-SINV-2025-00086,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00087,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00088,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00089-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-03,Sales Invoice,ACC-SINV-2025-00090-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00091,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00092,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00093,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00094,Output VAT,VAT - DT,0.00,872.09,872.09
2025-01-03,Sales Invoice,ACC-SINV-2025-00095,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00096-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00097,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-01-03,Sales Invoice,ACC-SINV-2025-00098,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00099,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00100,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00101,Output VAT,VAT - DT,0.00,1046.51,1046.51
2025-01-03,Sales Invoice,ACC-SINV-2025-00102,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00103-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00104-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00105-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00106,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00107,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00108,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00109-3,Output VAT,VAT - DT,0.00,3139.54,3139.54
2025-01-03,Sales Invoice,ACC-SINV-2025-00110,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-03,Sales Invoice,ACC-SINV-2025-00111,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00112,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00113,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00114,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-03,Sales Invoice,ACC-SINV-2025-00115,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00117,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00118,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00119,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00120,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00121,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00122,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00123,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00124,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00125-1,Output VAT,VAT - DT,0.00,4360.47,4360.47
2025-01-03,Sales Invoice,ACC-SINV-2025-00126,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00127,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00128,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00129,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00130,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-01-03,Sales Invoice,ACC-SINV-2025-00131,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00132,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00133-1,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-01-03,Sales Invoice,ACC-SINV-2025-00134,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00135,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00136,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00137,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00138,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00139,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00140-1,Output VAT,VAT - DT,0.00,15.00,15.00
2025-01-03,Sales Invoice,ACC-SINV-2025-00141,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00142,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-00143,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-03,Sales Invoice,ACC-SINV-2025-02590-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00144,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00145,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-04,Sales Invoice,ACC-SINV-2025-00146,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00147,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00148,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00149,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00150-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00151-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00152,Output VAT,VAT - DT,0.00,9767.44,9767.44
2025-01-04,Sales Invoice,ACC-SINV-2025-00153-1,Output VAT,VAT - DT,0.00,1046.51,1046.51
2025-01-04,Sales Invoice,ACC-SINV-2025-00154,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00155,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-04,Sales Invoice,ACC-SINV-2025-00156-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00157,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00158,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00159-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00160,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00162,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00163-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-04,Sales Invoice,ACC-SINV-2025-00164,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00166,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-04,Sales Invoice,ACC-SINV-2025-00167-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00168,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00169,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-01-04,Sales Invoice,ACC-SINV-2025-00170,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-04,Sales Invoice,ACC-SINV-2025-00171,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-04,Sales Invoice,ACC-SINV-2025-00172,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00173,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-04,Sales Invoice,ACC-SINV-2025-00174,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00175,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-01-04,Sales Invoice,ACC-SINV-2025-00176,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-04,Sales Invoice,ACC-SINV-2025-00177,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-04,Sales Invoice,ACC-SINV-2025-00178,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-01-04,Sales Invoice,ACC-SINV-2025-00179,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00180-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00181,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00182,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00183,Output VAT,VAT - DT,0.00,697.67,697.67
2025-01-04,Sales Invoice,ACC-SINV-2025-00184,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00185,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00186,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00187,Output VAT,VAT - DT,0.00,3837.21,3837.21
2025-01-04,Sales Invoice,ACC-SINV-2025-00188,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00190,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-01-04,Sales Invoice,ACC-SINV-2025-00191,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00192,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00193,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00194,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00195,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00196,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00197,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00198,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-04,Sales Invoice,ACC-SINV-2025-00199,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00200,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00201,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00202,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00203,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00204,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00205,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-00206,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-04,Sales Invoice,ACC-SINV-2025-04178,Output VAT,VAT - DT,0.00,2093.02,2093.02
2025-01-05,Sales Invoice,ACC-SINV-2025-00207,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-01-05,Sales Invoice,ACC-SINV-2025-00208,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00209,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00210,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00211,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00212,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-01-05,Sales Invoice,ACC-SINV-2025-00213,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00214,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00215-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00216,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00217,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00218-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00219,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00220,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00221,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-05,Sales Invoice,ACC-SINV-2025-00222,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00223,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00224,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-01-05,Sales Invoice,ACC-SINV-2025-00225-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00226,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00227,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00228-1,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-01-05,Sales Invoice,ACC-SINV-2025-00229-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00230,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-01-05,Sales Invoice,ACC-SINV-2025-00231-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00232,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00233,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00234-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00235,Output VAT,VAT - DT,0.00,1220.93,1220.93
