date,voucher_type,document_no,vat_type,account,debit,credit,net_vat_amount
2025-10-06,Sales Invoice,ACC-SINV-2025-16194,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-06,Sales Invoice,ACC-SINV-2025-16195,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-10-06,Sales Invoice,ACC-SINV-2025-16196,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-06,Sales Invoice,ACC-SINV-2025-16197,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-06,Sales Invoice,ACC-SINV-2025-16198,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-06,Sales Invoice,ACC-SINV-2025-16199,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-06,Sales Invoice,ACC-SINV-2025-16200,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-06,Sales Invoice,ACC-SINV-2025-16201,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-06,Sales Invoice,ACC-SINV-2025-16202,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-06,Sales Invoice,ACC-SINV-2025-16203,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-06,Sales Invoice,ACC-SINV-2025-16204,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-06,Sales Invoice,ACC-SINV-2025-16205,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-06,Sales Invoice,ACC-SINV-2025-16206,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-06,Sales Invoice,ACC-SINV-2025-16207-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-06,Sales Invoice,ACC-SINV-2025-16208,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-06,Sales Invoice,ACC-SINV-2025-16209,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-06,Sales Invoice,ACC-SINV-2025-16210,Output VAT,VAT - DT,0.00,7325.58,7325.58
2025-10-06,Sales Invoice,ACC-SINV-2025-16211,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-06,Sales Invoice,ACC-SINV-2025-16212,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-06,Sales Invoice,ACC-SINV-2025-16213,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-06,Sales Invoice,ACC-SINV-2025-16214,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-06,Sales Invoice,ACC-SINV-2025-16215,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-06,Sales Invoice,ACC-SINV-2025-16216,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-06,Sales Invoice,ACC-SINV-2025-17071,Output VAT,VAT - DT,0.00,976.74,976.74
2025-10-07,Purchase Invoice,ACC-PINV-2025-01031,Input VAT,VAT (Purchase) - DT,12558.14,0.00,-12558.14
2025-10-07,Purchase Invoice,ACC-PINV-2025-01032,Input VAT,VAT (Purchase) - DT,2093.02,0.00,-2093.02
2025-10-07,Sales Invoice,ACC-SINV-2025-16217,Output VAT,VAT - DT,0.00,7325.58,7325.58
2025-10-07,Sales Invoice,ACC-SINV-2025-16218,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16219,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16221,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16222,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16223,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16224,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16225,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16226,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16227,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16228,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16229,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16230,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-07,Sales Invoice,ACC-SINV-2025-16231,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16232,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-07,Sales Invoice,ACC-SINV-2025-16233-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-07,Sales Invoice,ACC-SINV-2025-16234,Output VAT,VAT - DT,0.00,872.09,872.09
2025-10-07,Sales Invoice,ACC-SINV-2025-16235,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-10-07,Sales Invoice,ACC-SINV-2025-16236,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16237,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-07,Sales Invoice,ACC-SINV-2025-16238,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-10-07,Sales Invoice,ACC-SINV-2025-16239,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16240,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16241,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16242,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16243,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-07,Sales Invoice,ACC-SINV-2025-16244,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16245,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16246,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-07,Sales Invoice,ACC-SINV-2025-16247,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16248,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16249,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-07,Sales Invoice,ACC-SINV-2025-16250,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16251,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16252,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16253,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-07,Sales Invoice,ACC-SINV-2025-16255,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-07,Sales Invoice,ACC-SINV-2025-16256,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16257,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16258,Output VAT,VAT - DT,0.00,3837.21,3837.21
2025-10-07,Sales Invoice,ACC-SINV-2025-16259,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16260,Output VAT,VAT - DT,0.00,1970.93,1970.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16261,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16262,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-10-07,Sales Invoice,ACC-SINV-2025-16263,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16264,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16265,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16266,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16267,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16268-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-07,Sales Invoice,ACC-SINV-2025-16269,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16270,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16271,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16272,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-07,Sales Invoice,ACC-SINV-2025-16273,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Purchase Invoice,ACC-PINV-2025-01033,Input VAT,VAT (Purchase) - DT,10425.00,0.00,-10425.00
2025-10-08,Purchase Invoice,ACC-PINV-2025-01035,Input VAT,VAT (Purchase) - DT,13650.00,0.00,-13650.00
2025-10-08,Purchase Invoice,ACC-PINV-2025-01036,Input VAT,VAT (Purchase) - DT,13410.00,0.00,-13410.00
2025-10-08,Purchase Invoice,ACC-PINV-2025-01050,Input VAT,VAT (Purchase) - DT,13946.51,0.00,-13946.51
2025-10-08,Purchase Invoice,ACC-PINV-2025-01106,Input VAT,VAT (Purchase) - DT,2581.40,0.00,-2581.40
2025-10-08,Purchase Invoice,ACC-PINV-2025-01156,Input VAT,VAT (Purchase) - DT,5581.40,0.00,-5581.40
2025-10-08,Sales Invoice,ACC-SINV-2025-16326,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16327,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16328,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-08,Sales Invoice,ACC-SINV-2025-16329,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16330,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16331,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16332,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-08,Sales Invoice,ACC-SINV-2025-16333,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-08,Sales Invoice,ACC-SINV-2025-16334,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16335,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16336,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-10-08,Sales Invoice,ACC-SINV-2025-16337,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16338,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16339,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16340,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16341,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16343-1,Output VAT,VAT - DT,0.00,7325.58,7325.58
2025-10-08,Sales Invoice,ACC-SINV-2025-16344,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16345,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16346,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16347,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16348,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16349,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-08,Sales Invoice,ACC-SINV-2025-16350,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-08,Sales Invoice,ACC-SINV-2025-16351,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-08,Sales Invoice,ACC-SINV-2025-16352,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-08,Sales Invoice,ACC-SINV-2025-16353,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16354,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16355,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16356,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16357,Output VAT,VAT - DT,0.00,37500.00,37500.00
2025-10-08,Sales Invoice,ACC-SINV-2025-16358,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-08,Sales Invoice,ACC-SINV-2025-16359,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-08,Sales Invoice,ACC-SINV-2025-16360,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16361,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16362,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16363,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-08,Sales Invoice,ACC-SINV-2025-16364,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-08,Sales Invoice,ACC-SINV-2025-16365,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16366,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16367,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16368,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16369,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16370,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-08,Sales Invoice,ACC-SINV-2025-16371,Output VAT,VAT - DT,0.00,5232.56,5232.56
2025-10-08,Sales Invoice,ACC-SINV-2025-16373,Output VAT,VAT - DT,0.00,47441.86,47441.86
2025-10-08,Sales Invoice,ACC-SINV-2025-16374,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-08,Sales Invoice,ACC-SINV-2025-16376,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-08,Sales Invoice,ACC-SINV-2025-17119,Output VAT,VAT - DT,0.00,697.67,697.67
2025-10-08,Sales Invoice,ACC-SINV-2025-17769,Output VAT,VAT - DT,0.00,27906.98,27906.98
2025-10-09,Purchase Invoice,ACC-PINV-2025-01038,Input VAT,VAT (Purchase) - DT,13255.81,0.00,-13255.81
2025-10-09,Purchase Invoice,ACC-PINV-2025-01039,Input VAT,VAT (Purchase) - DT,17434.88,0.00,-17434.88
2025-10-09,Sales Invoice,ACC-SINV-2025-16377,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16378,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16379,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-10-09,Sales Invoice,ACC-SINV-2025-16380,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-09,Sales Invoice,ACC-SINV-2025-16381,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16382,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16383,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-09,Sales Invoice,ACC-SINV-2025-16384,Output VAT,VAT - DT,0.00,1046.51,1046.51
2025-10-09,Sales Invoice,ACC-SINV-2025-16385,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16386,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-09,Sales Invoice,ACC-SINV-2025-16387,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16388,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16389,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16390,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16391,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16392,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16393,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-10-09,Sales Invoice,ACC-SINV-2025-16394,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16395,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16396,Output VAT,VAT - DT,0.00,7325.58,7325.58
2025-10-09,Sales Invoice,ACC-SINV-2025-16397-1,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-10-09,Sales Invoice,ACC-SINV-2025-16398,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16399,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16400,Output VAT,VAT - DT,0.00,9767.44,9767.44
2025-10-09,Sales Invoice,ACC-SINV-2025-16401-1,Output VAT,VAT - DT,0.00,7325.58,7325.58
2025-10-09,Sales Invoice,ACC-SINV-2025-16402,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16403,Output VAT,VAT - DT,0.00,9767.44,9767.44
2025-10-09,Sales Invoice,ACC-SINV-2025-16404,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16405,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-09,Sales Invoice,ACC-SINV-2025-16406,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16407,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16408,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16409,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16410-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16411,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-09,Sales Invoice,ACC-SINV-2025-16412,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16413,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16414,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16415,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16416,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16417,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16418,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16419,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16420,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16421,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-09,Sales Invoice,ACC-SINV-2025-16422,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Purchase Invoice,ACC-PINV-2025-01042,Input VAT,VAT (Purchase) - DT,17385.00,0.00,-17385.00
2025-10-10,Purchase Invoice,ACC-PINV-2025-01166,Input VAT,VAT (Purchase) - DT,1500.00,0.00,-1500.00
2025-10-10,Sales Invoice,ACC-SINV-2025-16423,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16425,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16427,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16428,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16429,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16430-1,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-10-10,Sales Invoice,ACC-SINV-2025-16431,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-10-10,Sales Invoice,ACC-SINV-2025-16432,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16433-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16434,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16435,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16436,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16437,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16438,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-10,Sales Invoice,ACC-SINV-2025-16439,Output VAT,VAT - DT,0.00,82500.00,82500.00
2025-10-10,Sales Invoice,ACC-SINV-2025-16440,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16441,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16442,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16443,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16444,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-10,Sales Invoice,ACC-SINV-2025-16445,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16446,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16447,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16448,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16449,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-10,Sales Invoice,ACC-SINV-2025-16450,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16451,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16452,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16453,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16454,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-10,Sales Invoice,ACC-SINV-2025-16455,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16456,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16457,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16458,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16459,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16460,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16461,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16462,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16463,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16464,Output VAT,VAT - DT,0.00,872.09,872.09
2025-10-10,Sales Invoice,ACC-SINV-2025-16465,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16466,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-10,Sales Invoice,ACC-SINV-2025-16467,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-11,Sales Invoice,ACC-SINV-2025-16468,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-11,Sales Invoice,ACC-SINV-2025-16469,Output VAT,VAT - DT,0.00,872.09,872.09
2025-10-11,Sales Invoice,ACC-SINV-2025-16470,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-11,Sales Invoice,ACC-SINV-2025-16471-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-11,Sales Invoice,ACC-SINV-2025-16472,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-11,Sales Invoice,ACC-SINV-2025-16473,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-11,Sales Invoice,ACC-SINV-2025-16474,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-11,Sales Invoice,ACC-SINV-2025-16475,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-11,Sales Invoice,ACC-SINV-2025-16476,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-11,Sales Invoice,ACC-SINV-2025-16477,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-10-11,Sales Invoice,ACC-SINV-2025-16478,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-11,Sales Invoice,ACC-SINV-2025-16479,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-11,Sales Invoice,ACC-SINV-2025-16480,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-11,Sales Invoice,ACC-SINV-2025-16481,Output VAT,VAT - DT,0.00,872.09,872.09
2025-10-11,Sales Invoice,ACC-SINV-2025-16482,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-10-11,Sales Invoice,ACC-SINV-2025-16483,Output VAT,VAT - DT,0.00,9767.44,9767.44
2025-10-11,Sales Invoice,ACC-SINV-2025-16484,Output VAT,VAT - DT,0.00,2441.86,2441.86
